SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.93,"['26.12', '24.58', '24.54', '25.18', '24.52', '25.93']",False,True,12,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6638,Elite_Swimmer_SWM6638,2011-10-12,13,Women,CAN,CAN,13,,High School,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,50m Butterfly,26.02,['26.02'],True,True,13,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9585,Elite_Swimmer_SWM9585,2012-07-19,12,Women,CAN,CAN,12,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_VAN,VAN,50m Butterfly,26.03,"['25.30', '26.03']",False,True,14,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3209,Elite_Swimmer_SWM3209,1991-11-30,33,Men,CAN,CAN,33,,MBA,None,False,Fully Vaccinated,Nike Swimming,Club_MTL,MTL,100m Butterfly,49.04,['49.04'],True,True,1,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4229,Elite_Swimmer_SWM4229,2004-01-12,21,Women,CHN,AUS,5,National Federation,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_SHA,SHA,100m Butterfly,49.11,"['49.93', '49.11']",True,True,2,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3112,Elite_Swimmer_SWM3112,1995-11-08,29,Women,AUS,AUS,29,,MBA,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,100m Butterfly,49.33,['49.33'],True,True,3,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3642,Elite_Swimmer_SWM3642,1992-06-02,32,Women,JPN,JPN,32,,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_OSA,OSA,100m Butterfly,49.34,"['49.14', '49.34']",False,True,4,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9797,Elite_Swimmer_SWM9797,1994-02-20,31,Men,USA,USA,31,,MBA,Minor Violation,False,Fully Vaccinated,Speedo,Club_LA,LA,100m Butterfly,49.78,['49.78'],True,True,5,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Butterfly,50.01,"['50.54', '50.57', '50.75', '52.19', '51.41', '50.01']",True,True,6,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,100m Butterfly,50.17,['50.17'],True,True,7,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Butterfly,50.46,"['51.57', '49.29', '50.46']",False,True,8,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,51.44,"['51.06', '51.03', '51.79', '50.36', '50.01', '51.44']",False,True,9,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM5160,Elite_Swimmer_SWM5160,2012-03-26,12,Men,JPN,GBR,2,National Federation,High School,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,51.59,['51.59'],True,True,10,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7739,Elite_Swimmer_SWM7739,2007-02-19,18,Women,GBR,GBR,18,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_LON,LON,100m Butterfly,51.96,['51.96'],True,True,11,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Butterfly,52.18,"['51.26', '50.22', '49.15', '49.28', '51.43', '52.18']",False,True,12,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,100m Butterfly,52.48,"['49.75', '49.68', '49.36', '49.52', '52.48']",False,True,13,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Butterfly,52.50,"['49.19', '51.96', '51.36', '50.21', '51.98', '52.50']",False,True,14,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,200m Butterfly,1:038.13,['1:038.13'],True,True,1,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,200m Butterfly,1:038.34,"['1:044.58', '1:038.34']",True,True,2,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9797,Elite_Swimmer_SWM9797,1994-02-20,31,Men,USA,USA,31,,MBA,Minor Violation,False,Fully Vaccinated,Speedo,Club_LA,LA,200m Butterfly,1:039.08,['1:039.08'],True,True,3,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Butterfly,1:039.43,"['1:043.03', '1:040.95', '1:040.78', '1:039.41', '1:044.71', '1:039.43']",False,True,4,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3642,Elite_Swimmer_SWM3642,1992-06-02,32,Women,JPN,JPN,32,,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_OSA,OSA,200m Butterfly,1:040.07,['1:040.07'],True,True,5,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Butterfly,1:040.23,"['1:043.80', '1:040.23']",True,True,6,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,200m Butterfly,1:041.12,"['1:043.73', '1:042.56', '1:044.33', '1:040.38', '1:039.55', '1:041.12']",False,True,7,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3209,Elite_Swimmer_SWM3209,1991-11-30,33,Men,CAN,CAN,33,,MBA,None,False,Fully Vaccinated,Nike Swimming,Club_MTL,MTL,200m Butterfly,1:041.22,['1:041.22'],True,True,8,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,200m Butterfly,1:041.59,"['1:043.34', '1:041.65', '1:041.71', '1:043.09', '1:041.59']",True,True,9,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,200m Butterfly,1:041.93,"['1:040.85', '1:041.50', '1:042.55', '1:042.24', '1:044.54', '1:041.93']",False,True,10,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:042.24,"['1:038.28', '1:044.29', '1:040.78', '1:039.66', '1:039.25', '1:042.24']",False,True,11,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM5160,Elite_Swimmer_SWM5160,2012-03-26,12,Men,JPN,GBR,2,National Federation,High School,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:042.42,['1:042.42'],True,True,12,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7739,Elite_Swimmer_SWM7739,2007-02-19,18,Women,GBR,GBR,18,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_LON,LON,200m Butterfly,1:044.65,['1:044.65'],True,True,13,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,24.57,"['25.40', '25.81', '24.71', '25.46', '24.66', '24.57']",True,True,1,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9797,Elite_Swimmer_SWM9797,1994-02-20,31,Men,USA,USA,31,,MBA,Minor Violation,False,Fully Vaccinated,Speedo,Club_LA,LA,50m Freestyle,24.64,['24.64'],True,True,2,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8721,Elite_Swimmer_SWM8721,1997-09-27,27,Men,CHN,CHN,27,,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_BEJ,BEJ,50m Freestyle,24.65,['24.65'],True,True,3,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Freestyle,24.75,"['25.04', '24.93', '25.54', '26.17', '25.85', '24.75']",True,True,4,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM5160,Elite_Swimmer_SWM5160,2012-03-26,12,Men,JPN,GBR,2,National Federation,High School,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Freestyle,24.80,['24.80'],True,True,5,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3209,Elite_Swimmer_SWM3209,1991-11-30,33,Men,CAN,CAN,33,,MBA,None,False,Fully Vaccinated,Nike Swimming,Club_MTL,MTL,50m Freestyle,25.05,['25.05'],True,True,6,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Freestyle,25.07,"['25.91', '25.30', '24.60', '26.18', '25.31', '25.07']",False,True,7,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Freestyle,25.27,"['26.23', '25.43', '26.02', '25.28', '26.19', '25.27']",True,True,8,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,50m Freestyle,25.39,"['25.33', '25.92', '24.58', '25.39']",False,True,9,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,50m Freestyle,25.47,"['24.96', '24.82', '24.99', '25.40', '25.67', '25.47']",False,True,10,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Freestyle,25.51,"['25.66', '25.87', '25.43', '25.51']",False,True,11,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,25.64,"['25.31', '25.82', '26.20', '25.58', '24.94', '25.64']",False,True,12,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,50m Freestyle,25.86,"['25.72', '25.95', '26.04', '25.97', '24.63', '25.86']",False,True,13,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4229,Elite_Swimmer_SWM4229,2004-01-12,21,Women,CHN,AUS,5,National Federation,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_SHA,SHA,50m Freestyle,25.96,['25.96'],True,True,14,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Freestyle,25.98,"['24.59', '25.46', '25.68', '25.85', '24.50', '25.98']",False,True,15,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,50m Freestyle,25.98,"['25.03', '25.98']",False,True,16,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,50m Freestyle,26.20,"['26.23', '24.99', '24.58', '25.45', '25.43', '26.20']",False,True,17,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,100m Freestyle,49.07,"['50.81', '51.00', '52.38', '51.77', '50.86', '49.07']",True,True,1,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Freestyle,49.20,"['50.80', '51.20', '49.20', '49.34', '50.66', '49.20']",True,True,2,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Freestyle,49.40,"['52.44', '49.20', '51.38', '51.63', '49.64', '49.40']",False,True,3,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Freestyle,49.60,"['49.60', '51.77', '49.49', '51.61', '51.22', '49.60']",False,True,4,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,100m Freestyle,49.72,"['49.89', '50.12', '49.44', '52.03', '52.45', '49.72']",False,True,5,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,100m Freestyle,49.86,"['52.23', '49.49', '51.42', '49.86']",False,True,6,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Freestyle,50.25,"['51.63', '51.88', '51.32', '49.77', '49.65', '50.25']",False,True,7,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,100m Freestyle,50.29,"['50.36', '51.83', '49.80', '49.34', '51.26', '50.29']",False,True,8,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Freestyle,50.49,"['51.11', '49.37', '51.19', '51.23', '51.41', '50.49']",False,True,9,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,100m Freestyle,50.60,"['50.87', '50.60']",True,True,10,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Freestyle,50.73,"['49.41', '52.22', '49.58', '51.89', '49.50', '50.73']",False,True,11,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Freestyle,51.28,"['51.27', '51.12', '49.51', '49.00', '51.88', '51.28']",False,True,12,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6638,Elite_Swimmer_SWM6638,2011-10-12,13,Women,CAN,CAN,13,,High School,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,100m Freestyle,51.61,"['50.18', '52.04', '51.61']",False,True,13,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM8721,Elite_Swimmer_SWM8721,1997-09-27,27,Men,CHN,CHN,27,,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_BEJ,BEJ,100m Freestyle,51.61,['51.61'],True,True,14,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4229,Elite_Swimmer_SWM4229,2004-01-12,21,Women,CHN,AUS,5,National Federation,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_SHA,SHA,100m Freestyle,52.02,"['49.26', '52.02']",False,True,15,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,200m Freestyle,1:038.15,['1:038.15'],True,True,1,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,200m Freestyle,1:038.34,"['1:038.77', '1:044.52', '1:040.33', '1:042.68', '1:038.34']",True,True,2,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:038.78,"['1:039.20', '1:041.49', '1:039.22', '1:044.65', '1:040.78', '1:038.78']",True,True,3,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:039.04,"['1:043.20', '1:039.97', '1:044.98', '1:038.89', '1:039.04']",False,True,4,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,200m Freestyle,1:039.12,"['1:038.26', '1:043.74', '1:044.19', '1:038.23', '1:042.33', '1:039.12']",False,True,5,Yes,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3209,Elite_Swimmer_SWM3209,1991-11-30,33,Men,CAN,CAN,33,,MBA,None,False,Fully Vaccinated,Nike Swimming,Club_MTL,MTL,200m Freestyle,1:039.38,['1:039.38'],True,True,6,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Freestyle,1:039.46,"['1:043.63', '1:039.72', '1:039.42', '1:038.48', '1:041.30', '1:039.46']",False,True,7,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Freestyle,1:039.64,"['1:039.50', '1:041.05', '1:043.53', '1:041.38', '1:044.93', '1:039.64']",False,True,8,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,200m Freestyle,1:039.87,"['1:044.17', '1:042.50', '1:043.38', '1:043.24', '1:043.48', '1:039.87']",True,True,9,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
SWM5160,Elite_Swimmer_SWM5160,2012-03-26,12,Men,JPN,GBR,2,National Federation,High School,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Freestyle,1:040.32,['1:040.32'],True,True,10,No,2024-04-16 16:00:26.502084,National,NAT_002,JPN,OSA,50m
