SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,50m Freestyle,25.03,['25.03'],True,True,4,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Freestyle,25.30,"['25.91', '25.30']",True,True,5,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Freestyle,25.43,"['26.23', '25.43']",True,True,6,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Freestyle,25.46,"['24.59', '25.46']",False,True,7,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,25.81,"['25.40', '25.81']",False,True,8,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,25.82,"['25.31', '25.82']",False,True,9,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Freestyle,25.87,"['25.66', '25.87']",False,True,10,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,50m Freestyle,25.95,"['25.72', '25.95']",False,True,11,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Freestyle,49.20,"['52.44', '49.20']",True,True,1,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4229,Elite_Swimmer_SWM4229,2004-01-12,21,Women,CHN,AUS,5,National Federation,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_SHA,SHA,100m Freestyle,49.26,['49.26'],True,True,2,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Freestyle,49.37,"['51.11', '49.37']",True,True,3,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,100m Freestyle,49.49,"['52.23', '49.49']",True,True,4,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,100m Freestyle,50.12,"['49.89', '50.12']",False,True,5,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,100m Freestyle,51.00,"['50.81', '51.00']",False,True,6,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Freestyle,51.12,"['51.27', '51.12']",True,True,7,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Freestyle,51.20,"['50.80', '51.20']",False,True,8,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Freestyle,51.77,"['49.60', '51.77']",False,True,9,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,100m Freestyle,51.83,"['50.36', '51.83']",False,True,10,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Freestyle,51.88,"['51.63', '51.88']",False,True,11,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Freestyle,52.22,"['49.41', '52.22']",False,True,12,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3112,Elite_Swimmer_SWM3112,1995-11-08,29,Women,AUS,AUS,29,,MBA,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,200m Freestyle,1:038.22,['1:038.22'],True,True,1,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6638,Elite_Swimmer_SWM6638,2011-10-12,13,Women,CAN,CAN,13,,High School,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,200m Freestyle,1:038.77,['1:038.77'],True,True,2,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,200m Freestyle,1:038.95,['1:038.95'],True,True,3,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Freestyle,1:039.40,['1:039.40'],True,True,4,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Freestyle,1:039.72,"['1:043.63', '1:039.72']",True,True,5,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:039.97,"['1:043.20', '1:039.97']",True,True,6,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Freestyle,1:041.05,"['1:039.50', '1:041.05']",False,True,7,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:041.49,"['1:039.20', '1:041.49']",False,True,8,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,200m Freestyle,1:041.65,"['1:039.85', '1:041.65']",False,True,9,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,200m Freestyle,1:041.92,"['1:040.61', '1:041.92']",False,True,10,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,200m Freestyle,1:042.50,"['1:044.17', '1:042.50']",True,True,11,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,200m Freestyle,1:042.72,"['1:044.50', '1:042.72']",True,True,12,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,200m Freestyle,1:043.74,"['1:038.26', '1:043.74']",False,True,13,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,200m Freestyle,1:044.52,"['1:038.77', '1:044.52']",False,True,14,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,400m Freestyle,3:016.71,"['3:026.03', '3:016.71']",True,True,1,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,400m Freestyle,3:018.45,"['3:029.68', '3:018.45']",True,True,2,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,400m Freestyle,3:020.53,"['3:016.76', '3:020.53']",False,True,3,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,400m Freestyle,3:021.29,"['3:024.20', '3:021.29']",True,True,4,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,400m Freestyle,3:021.67,"['3:024.16', '3:021.67']",True,True,5,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,400m Freestyle,3:022.42,"['3:016.15', '3:022.42']",False,True,6,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,400m Freestyle,3:022.67,"['3:026.33', '3:022.67']",True,True,7,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,400m Freestyle,3:025.96,"['3:025.97', '3:025.96']",True,True,8,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,400m Freestyle,3:026.21,"['3:020.75', '3:026.21']",False,True,9,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,400m Freestyle,3:026.46,['3:026.46'],True,True,10,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,400m Freestyle,3:027.65,['3:027.65'],True,True,11,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,400m Freestyle,3:027.96,"['3:018.02', '3:027.96']",False,True,12,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,800m Freestyle,6:032.10,"['6:058.93', '6:032.10']",True,True,1,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,800m Freestyle,6:037.53,"['6:048.21', '6:037.53']",True,True,2,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,800m Freestyle,6:038.97,"['6:038.42', '6:038.97']",False,True,3,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,800m Freestyle,6:039.22,['6:039.22'],True,True,4,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,800m Freestyle,6:042.21,"['6:034.05', '6:042.21']",False,True,5,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,800m Freestyle,6:042.81,"['6:044.15', '6:042.81']",True,True,6,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,800m Freestyle,6:046.06,"['6:046.22', '6:046.06']",True,True,7,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,800m Freestyle,6:046.43,"['6:035.42', '6:046.43']",False,True,8,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,800m Freestyle,6:049.83,['6:049.83'],True,True,9,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,800m Freestyle,6:050.03,['6:050.03'],True,True,10,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,800m Freestyle,6:051.48,"['6:032.99', '6:051.48']",False,True,11,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,800m Freestyle,6:053.52,['6:053.52'],True,True,12,No,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,1500m Freestyle,12:017.13,"['13:003.80', '12:017.13']",True,True,1,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM3112,Elite_Swimmer_SWM3112,1995-11-08,29,Women,AUS,AUS,29,,MBA,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,1500m Freestyle,12:017.56,['12:017.56'],True,True,2,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,1500m Freestyle,12:021.32,"['13:007.30', '12:021.32']",True,True,3,Yes,2024-03-30 16:00:26.502084,Province,PRO_002,GBR,BIR,25m
