SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Freestyle,51.63,['51.63'],True,True,10,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,100m Freestyle,52.23,['52.23'],True,True,11,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Freestyle,52.44,['52.44'],True,True,12,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,200m Freestyle,1:038.26,['1:038.26'],True,True,1,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,200m Freestyle,1:038.77,['1:038.77'],True,True,2,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:039.20,['1:039.20'],True,True,3,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,200m Freestyle,1:039.33,['1:039.33'],True,True,4,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Freestyle,1:039.50,['1:039.50'],True,True,5,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,200m Freestyle,1:039.85,['1:039.85'],True,True,6,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,200m Freestyle,1:040.61,['1:040.61'],True,True,7,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,200m Freestyle,1:043.20,['1:043.20'],True,True,8,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Freestyle,1:043.63,['1:043.63'],True,True,9,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,200m Freestyle,1:044.17,['1:044.17'],True,True,10,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,200m Freestyle,1:044.50,['1:044.50'],True,True,11,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,400m Freestyle,3:016.15,['3:016.15'],True,True,1,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,400m Freestyle,3:016.76,['3:016.76'],True,True,2,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,400m Freestyle,3:018.02,['3:018.02'],True,True,3,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,400m Freestyle,3:020.75,['3:020.75'],True,True,4,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,400m Freestyle,3:022.74,['3:022.74'],True,True,5,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM6638,Elite_Swimmer_SWM6638,2011-10-12,13,Women,CAN,CAN,13,,High School,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,400m Freestyle,3:024.12,['3:024.12'],True,True,6,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,400m Freestyle,3:024.16,['3:024.16'],True,True,7,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,400m Freestyle,3:024.20,['3:024.20'],True,True,8,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,400m Freestyle,3:025.97,['3:025.97'],True,True,9,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,400m Freestyle,3:026.03,['3:026.03'],True,True,10,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,400m Freestyle,3:026.33,['3:026.33'],True,True,11,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,400m Freestyle,3:029.68,['3:029.68'],True,True,12,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,800m Freestyle,6:032.99,['6:032.99'],True,True,1,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,800m Freestyle,6:034.05,['6:034.05'],True,True,2,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,800m Freestyle,6:035.42,['6:035.42'],True,True,3,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,800m Freestyle,6:038.42,['6:038.42'],True,True,4,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,800m Freestyle,6:044.15,['6:044.15'],True,True,5,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,800m Freestyle,6:046.22,['6:046.22'],True,True,6,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,800m Freestyle,6:048.21,['6:048.21'],True,True,7,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,800m Freestyle,6:053.54,['6:053.54'],True,True,8,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,800m Freestyle,6:058.93,['6:058.93'],True,True,9,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,1500m Freestyle,12:018.85,['12:018.85'],True,True,1,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,1500m Freestyle,12:023.70,['12:023.70'],True,True,2,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,1500m Freestyle,12:036.70,['12:036.70'],True,True,3,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,1500m Freestyle,12:039.92,['12:039.92'],True,True,4,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,1500m Freestyle,13:003.14,['13:003.14'],True,True,5,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,1500m Freestyle,13:003.80,['13:003.80'],True,True,6,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,1500m Freestyle,13:007.30,['13:007.30'],True,True,7,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Backstroke,24.66,['24.66'],True,True,1,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,50m Backstroke,24.70,['24.70'],True,True,2,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,50m Backstroke,24.77,['24.77'],True,True,3,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Backstroke,24.99,['24.99'],True,True,4,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9585,Elite_Swimmer_SWM9585,2012-07-19,12,Women,CAN,CAN,12,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_VAN,VAN,50m Backstroke,25.05,['25.05'],True,True,5,Yes,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Backstroke,25.17,['25.17'],True,True,6,No,2024-03-23 16:00:26.502084,Local,LOC_002,GBR,MAN,25m
