id,name,age,gender,citizenship,birth_country,residency_years,approving_authority,criminal_record,is_disqualified,vaccination_status,sponsor,club,region,Birth_Date,Education_Level,Stroke,Rank1_Count,Rank2_Count,Rank3_Count,Rank4_Count,Rank5_Count,Historical_Records
SWM7326,Elite_Swimmer_SWM7326,32,Women,JPN,JPN,32,,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,1992-12-16,Bachelors,Breaststroke,27,15,27,19,20,"{50: [26.131820617299677, 24.740667361126963, 25.247875775934965, 25.211443346271267, 26.102514904993697, 24.65028378892525, 25.520128464412227, 25.107614724471883, 24.93743504119298, 24.78789585109265, 25.679244122263633, 25.649666900610057, 24.576484221959863, 25.686246662332085, 25.08614362691346, 25.484517662866857, 24.51508078964203, 25.9648254703976, 26.13106482423035, 24.586876647017682, 25.69510214380809, 24.55510230534043, 24.898796725859818, 25.677822164568166, 24.960751533423032, 24.675575944831035, 26.18623286494296, 24.712160492393334, 25.420467971759386, 24.873315297114555, 24.98566765706169, 25.87231335823233, 24.870620355188482, 25.318845545590573, 24.543517924869988, 25.593722332468833, 25.939689398341525, 25.63102358347802, 26.1503430024839, 25.75894053350315, 24.871453156933452, 25.65445643267761, 25.111909692836022, 26.143071228570996, 24.85881380979467, 25.42838112781992, 26.082440393347184, 24.7313892651092, 25.28947297033996, 25.481549175734447], 100: [49.408520495377736, 51.76368682847684, 51.71503376831015, 51.7241512074006, 49.17076419598376, 51.996840762223115, 52.27577364993537, 51.930545542726904, 50.386656231360796, 51.081335612597535, 51.413223850541335, 49.960398653242, 52.07653235836586, 52.04432099979825, 50.551982836994746, 51.51310165870011, 51.6912186120559, 49.00072696652059, 50.51976476439769, 52.39748707051678, 49.50994430805633, 49.45855301476975, 49.608863590902686, 51.247053222748406, 52.008412017568325, 50.505969529352534, 51.477837544632834, 49.997750605414204, 51.37556885585458, 51.988344574719626, 49.282441127728084, 49.88408195981314, 51.57397776827343, 52.368135147332865, 51.52140113559661, 49.71333066709262, 50.692054923507854, 50.59101125224178, 52.24396207507485, 49.85926286708223, 49.58647821878029, 52.12647126413178, 49.35815299860889, 49.738659457745975, 51.61965405158209, 51.13130258947422, 50.20160927512644, 51.44101837802006, 50.93897714907754, 49.969109205068804], 200: [100.58906109009888, 104.70701143541903, 103.06268462653847, 103.0900727779908, 98.08654621552975, 98.18006784307703, 104.34400684717131, 103.05932489819718, 99.23296852176603, 101.89038069885532, 102.65466147696469, 99.75040312780273, 100.79839301527778, 104.1876236347155, 104.44826523107413, 103.65644800537615, 101.40906485887886, 98.80702614023001, 98.05732853846555, 101.32772128215844, 104.46510362564656, 100.74168935725585, 99.99216934340443, 102.83362103836518, 102.54784300019939, 102.38114838913963, 99.71856544973427, 99.0036805239511, 100.31399991946313, 104.13958793871403, 102.41915009987486, 102.98203755585165, 98.83428330686296, 99.67665909203667, 99.95887731827312, 103.77293086689545, 102.78670615238465, 101.89265019549634, 98.89666441253401, 101.31494453953329, 104.52079432090235, 102.57455292972051, 101.28622344031297, 101.32554495767245, 101.31511560276094, 101.34296695044085, 100.48887230040499, 99.14167420470964, 101.58738551631372, 101.68700708211114]}"
SWM7326,Elite_Swimmer_SWM7326,32,Women,JPN,JPN,32,,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,1992-12-16,Bachelors,Individual Medley,1,1,5,1,6,"{200: [99.65046244619737, 103.55711689097589, 103.31753087732724, 103.1018696521534, 102.4345084931252, 104.7657753695231, 100.96912316541238, 100.2603748822961, 103.28849394368962, 100.37551565008907, 102.78596074395763, 101.23358714945532, 102.48494224067196, 100.63670967181399, 98.28589966451922, 102.70492224103106, 100.60331790293158, 99.43885914039203], 400: [203.3446455522667, 204.04834977563863, 207.95035334932697, 206.6654496175942, 207.6124756530354, 200.85209059937097, 208.493578041909, 206.1904471483048, 208.74570337772144, 206.3099679919234, 202.61514505474696, 200.96337176750424, 206.8353531368265, 204.73912332588608, 203.757831715949, 202.27222783331618, 196.66000956926112, 202.1716036474765, 205.05463725182702, 204.4532628126814]}"
SWM2213,Elite_Swimmer_SWM2213,21,Women,USA,USA,21,,Multiple Violations,True,Fully Vaccinated,TYR Sport,Club_LA,LA,2004-02-22,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2213,Elite_Swimmer_SWM2213,21,Women,USA,USA,21,,Multiple Violations,True,Fully Vaccinated,TYR Sport,Club_LA,LA,2004-02-22,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM2213,Elite_Swimmer_SWM2213,21,Women,USA,USA,21,,Multiple Violations,True,Fully Vaccinated,TYR Sport,Club_LA,LA,2004-02-22,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2213,Elite_Swimmer_SWM2213,21,Women,USA,USA,21,,Multiple Violations,True,Fully Vaccinated,TYR Sport,Club_LA,LA,2004-02-22,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2213,Elite_Swimmer_SWM2213,21,Women,USA,USA,21,,Multiple Violations,True,Fully Vaccinated,TYR Sport,Club_LA,LA,2004-02-22,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM3711,Elite_Swimmer_SWM3711,32,Men,GBR,GBR,32,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_MAN,MAN,1992-05-07,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3711,Elite_Swimmer_SWM3711,32,Men,GBR,GBR,32,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_MAN,MAN,1992-05-07,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM3711,Elite_Swimmer_SWM3711,32,Men,GBR,GBR,32,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_MAN,MAN,1992-05-07,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3711,Elite_Swimmer_SWM3711,32,Men,GBR,GBR,32,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_MAN,MAN,1992-05-07,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3711,Elite_Swimmer_SWM3711,32,Men,GBR,GBR,32,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_MAN,MAN,1992-05-07,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM9390,Elite_Swimmer_SWM9390,24,Men,AUS,AUS,24,,Major Violation,True,Fully Vaccinated,Speedo,Club_BRI,BRI,2000-04-29,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9390,Elite_Swimmer_SWM9390,24,Men,AUS,AUS,24,,Major Violation,True,Fully Vaccinated,Speedo,Club_BRI,BRI,2000-04-29,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM9390,Elite_Swimmer_SWM9390,24,Men,AUS,AUS,24,,Major Violation,True,Fully Vaccinated,Speedo,Club_BRI,BRI,2000-04-29,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9390,Elite_Swimmer_SWM9390,24,Men,AUS,AUS,24,,Major Violation,True,Fully Vaccinated,Speedo,Club_BRI,BRI,2000-04-29,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9390,Elite_Swimmer_SWM9390,24,Men,AUS,AUS,24,,Major Violation,True,Fully Vaccinated,Speedo,Club_BRI,BRI,2000-04-29,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4807,Elite_Swimmer_SWM4807,31,Women,AUS,AUS,31,,Major Violation,True,Fully Vaccinated,Nike Swimming,Club_BRI,BRI,1994-03-17,MBA,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4807,Elite_Swimmer_SWM4807,31,Women,AUS,AUS,31,,Major Violation,True,Fully Vaccinated,Nike Swimming,Club_BRI,BRI,1994-03-17,MBA,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4807,Elite_Swimmer_SWM4807,31,Women,AUS,AUS,31,,Major Violation,True,Fully Vaccinated,Nike Swimming,Club_BRI,BRI,1994-03-17,MBA,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4807,Elite_Swimmer_SWM4807,31,Women,AUS,AUS,31,,Major Violation,True,Fully Vaccinated,Nike Swimming,Club_BRI,BRI,1994-03-17,MBA,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4807,Elite_Swimmer_SWM4807,31,Women,AUS,AUS,31,,Major Violation,True,Fully Vaccinated,Nike Swimming,Club_BRI,BRI,1994-03-17,MBA,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM7939,Elite_Swimmer_SWM7939,29,Women,CAN,CAN,29,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_TOR,TOR,1995-10-03,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7939,Elite_Swimmer_SWM7939,29,Women,CAN,CAN,29,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_TOR,TOR,1995-10-03,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM7939,Elite_Swimmer_SWM7939,29,Women,CAN,CAN,29,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_TOR,TOR,1995-10-03,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7939,Elite_Swimmer_SWM7939,29,Women,CAN,CAN,29,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_TOR,TOR,1995-10-03,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7939,Elite_Swimmer_SWM7939,29,Women,CAN,CAN,29,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_TOR,TOR,1995-10-03,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM5683,Elite_Swimmer_SWM5683,13,Women,USA,USA,13,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_CHI,CHI,2011-07-28,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5683,Elite_Swimmer_SWM5683,13,Women,USA,USA,13,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_CHI,CHI,2011-07-28,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM5683,Elite_Swimmer_SWM5683,13,Women,USA,USA,13,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_CHI,CHI,2011-07-28,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5683,Elite_Swimmer_SWM5683,13,Women,USA,USA,13,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_CHI,CHI,2011-07-28,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5683,Elite_Swimmer_SWM5683,13,Women,USA,USA,13,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_CHI,CHI,2011-07-28,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4324,Elite_Swimmer_SWM4324,13,Women,GBR,GBR,13,,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,2011-04-30,High School,Butterfly,4,9,7,6,7,"{50: [25.005767599142693, 26.243729250687448, 25.139388185066803, 25.049595340499504, 24.71137813573641, 25.793490844146966, 24.58968541104733, 25.445793819684532, 24.521746564867605, 24.97419129140174, 25.885038529255272, 25.770173524576663, 26.119495278815823, 26.159328754149016, 24.619341278207575], 100: [50.16784143323571, 50.477052970861834, 52.199746256061985, 51.24072221614119, 51.08623937769491, 50.81740939866628, 49.83182331374538, 50.07096149593053, 49.837288478174855, 51.670241351828814, 51.618517538799004, 51.61307963075744, 49.56915569539005, 52.37782867609956, 52.41612546372143, 50.28804470090685, 50.33361784713033, 51.922969791364096, 51.5446595532705, 49.33272809973747], 200: [99.09834386839607, 103.95784127790711, 103.07715908703439, 104.46451328144435, 100.08088622140392, 100.33273413824358, 102.5686973245213, 100.0761103190943, 101.20077431243269, 99.23899321739802, 100.08130417288501, 99.91343399462966, 99.39792785239105, 102.52551254228032, 103.20785547264268, 102.56502092350964, 98.54438744172157, 104.17188984194097, 104.67181423232499, 101.31156863327162, 101.66265839362526, 101.93674002591915]}"
SWM4324,Elite_Swimmer_SWM4324,13,Women,GBR,GBR,13,,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,2011-04-30,High School,Freestyle,12,16,8,11,5,"{50: [25.329425193079015, 25.919392516433053, 24.576277369540428, 25.38958134858343, 24.55851793561092, 26.146316243702262, 25.891799629311972, 24.86624389911506, 25.801481462589116, 25.011629612103608, 25.970349463994086, 24.626062589453024, 24.65122623056569, 25.7683326968657, 25.981451301352877, 24.883893599878174, 24.772484056956234, 25.823185830120188], 100: [50.25884351444202, 49.20731492861507, 49.633570969910636, 52.18441558677062, 50.125791683478674, 49.602186547085594, 50.39016097377457, 52.34212465750636, 49.811346199102935, 51.09847811540927, 50.05032868356747, 49.5292199976438, 52.398222961569154, 49.2257564598089, 50.18318024450856], 200: [98.15174963821552, 103.20472261307833, 99.80184816227737, 101.67891900024557, 98.9020075725516, 102.97407099607534, 98.51163511069896, 103.80101548742071, 98.83819800616382, 99.67287006492991, 99.33327401258347, 99.09312806787597, 99.93984927727591, 98.12337304171001, 99.82426343006587, 104.98198773104677], 400: [196.59595946358817, 198.79004870985534, 200.2680980273019, 196.3428101835468, 205.68321964743475, 199.0532533108427, 197.69534295395147, 198.35086254566454, 203.93885507246515, 196.8626714563733, 202.42853509161566, 202.2512486319852, 200.8759290281107, 209.0138086281041, 208.2342163943868], 800: [418.93335243066855, 392.099073252136, 396.6922002890719, 403.1953747859824, 413.96615192156884, 416.56811375092076, 394.66364508032945, 414.85496616309854, 410.2893557251578, 398.8582258736231, 397.14454485504007, 411.39637239503736, 403.9325946839448, 417.81360391551175, 418.62348448648464, 417.2259244271694, 414.2772369686507, 405.7934755735458], 1500: [738.6526145400828, 757.8828743816091, 780.523158825322, 735.9868027096912, 773.3451251683606, 744.6910233163092, 737.6977396585215, 784.8407675835984, 759.2325558389432, 758.1284370969883, 752.8416354271287, 754.5757623111297, 747.8307152619723, 768.0450774332666, 771.9398037434022, 777.464613558308, 782.9178564707295, 749.7769749832281]}"
SWM4324,Elite_Swimmer_SWM4324,13,Women,GBR,GBR,13,,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,2011-04-30,High School,Backstroke,16,15,30,26,24,"{50: [24.872535374526773, 25.586549446385476, 25.350743683315475, 24.69617156935509, 25.63822161593415, 25.122344503110384, 25.828058681079124, 24.74974434230587, 24.688438128434246, 26.1229769687514, 26.082965959438116, 26.21233365575352, 25.299608271970847, 25.75259471955124, 25.06053476604696, 24.79802297537959, 24.583257127201303, 26.241851096050905, 24.985158950342818, 25.15129499034027, 24.52476954843131, 24.849755784598724, 24.664393426962175, 25.429680308903013, 24.633686787596286, 25.87982515857047, 25.436010252124664, 26.24448500868829, 25.41977720675201, 25.415188731888698, 24.877044674375664, 25.175210708671592, 25.088932701889426, 25.454829627847293, 24.509590736717517, 24.911410273954235, 24.57103461522006, 25.83468477964857, 26.19888232892467, 25.578999419678667, 25.276097730783626, 24.893767524134482, 25.30960895413773, 25.677495956072562, 25.258427216585133, 26.175131014380455, 25.03160159504384, 24.955134746546076, 26.152286996684182, 26.20289348453206], 100: [49.71328943269687, 50.728470807696304, 50.76890837492664, 49.10767381238321, 51.117998181155656, 52.16243360543411, 49.18547376309793, 50.83822413876186, 51.09879739605559, 49.77681588924176, 49.466243968617086, 50.15326109419912, 49.351996175651976, 51.861099747164154, 49.16102456116439, 49.344774627500556, 51.84562528772029, 52.0786641176534, 51.373621874898724, 52.09649677972889, 51.97027802758224, 52.034860342469294, 50.053887687890196, 51.57723701753888, 51.06968331185331, 49.26216224836986, 52.386419816254396, 50.375393582340585, 50.17020743094026, 51.738867182563034, 51.64055288134992, 49.426058446918006, 49.35771055572878, 51.27255462518798, 50.830773166890886, 51.986571219944764, 49.22710851624816, 50.19129590360142, 51.975801822016734, 49.97030821103737, 50.83471455381584, 51.607573802096496, 51.72776679496071, 50.08892337312676, 51.28311183466234, 51.45442187835884, 51.60451218617004, 50.208537339500026, 49.55507161443884, 50.91322590572646], 200: [102.51741848717431, 100.71935844826359, 102.75827179206607, 103.54852210983529, 101.54413474455902, 101.30130680714713, 104.80208379137387, 102.94538947033838, 104.22788058632624, 104.76192937160718, 102.18680509046334, 99.75563548319334, 100.1727617444782, 99.50228137849612, 100.47858084903997, 99.73351106576145, 98.38802759326543, 99.54729502100805, 99.10910142976765, 102.26420135844111, 104.3997430377847, 103.4466010002779, 98.25871488027656, 99.39526258785436, 101.05289150630927, 100.73885522025081, 99.39498722405627, 104.17110027649248, 104.3789701737165, 99.15032520158697, 100.97670142996319, 103.93800211150523, 101.8110534820448, 104.43010436960706, 102.42430004165068, 104.98420476946737, 99.2085606161094, 104.4477195698061, 100.06890074030714, 99.51698252958924, 101.41621842041026, 103.99441725108929, 98.23656006287241, 99.17574325847244, 101.52584078466305, 101.07758262393077, 102.67842031455439, 104.35395899885371, 102.35470174488572, 98.12476175977646]}"
SWM4324,Elite_Swimmer_SWM4324,13,Women,GBR,GBR,13,,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,2011-04-30,High School,Breaststroke,19,32,19,21,17,"{50: [24.84175654185875, 24.662926044556936, 24.6225715620605, 26.169525421816196, 25.797427442597908, 25.232668161513853, 25.1292459772134, 24.646409330759038, 24.56740775748009, 25.408320210462517, 24.89962265942615, 25.42204702450538, 25.835588439800283, 25.2838485018177, 25.833148405947643, 25.909560433801943, 25.97499976042128, 25.368450243021805, 25.14146292245549, 25.79601562480269, 25.040787924186546, 24.79982845925071, 24.695342939276653, 25.836835206162778, 26.064745663980958, 25.96160721275292, 26.034878752913997, 25.241207272115208, 25.653096649696845, 26.03654255254444, 25.49727080131775, 24.69048057254128, 25.491319034331113, 25.59781305197833, 24.979031965998175, 25.153296460606416, 25.837739339513956, 25.321820088020814, 24.78549119679265, 25.54688082827166, 25.789913545741523, 24.822627164234927, 24.673276113317815, 25.039616726688628, 25.396179444691935, 24.634699132142842, 26.073907768686166, 25.794175721021418, 25.835566152433167, 24.84623490706962], 100: [51.992106475442576, 50.814273935272084, 51.6624133535442, 50.293673001465436, 49.57730471564297, 50.85066591740709, 50.474663160127506, 49.725291279076025, 50.77571852280156, 49.134592836237026, 51.9685667790372, 50.02042506554679, 50.961024343406066, 49.75262004996144, 50.74979830567285, 50.197900391730954, 51.42287956739603, 51.26891761586312, 49.49489722035509, 51.53051437855345, 49.271515807453746, 51.87935352377935, 50.327488801348906, 51.56185806719213, 51.924441721752345, 52.202378826016215, 51.795283015075086, 49.832185338427784, 50.8233735969625, 51.83758192727915, 49.91435226012536, 50.873088198070924, 50.92316481691487, 50.18351720264592, 51.5916155680463, 50.01856936570792, 50.75453121272171, 50.88936928198656, 51.23581241778068, 49.84225292713613, 49.292980639849524, 51.034679324412345, 49.0041174819173, 49.244150205423914, 51.17543719537092, 50.923157878196065, 51.084258652534444, 50.264432067594015, 51.919931646440766, 49.80914491110304], 200: [98.06999057895057, 100.95454296938414, 100.09326229845668, 98.42907155713272, 102.35171851958609, 99.79818756990201, 99.35597734799994, 104.4959980687985, 104.58152496735894, 99.1128051855721, 99.16861567475486, 103.9292614571663, 102.94849958870071, 100.4594043159275, 101.98531053791868, 98.94174984064529, 101.95618577087535, 104.47876298494717, 104.13802252512536, 98.15205678464109, 103.84767145521083, 100.90861027154176, 100.93461928544238, 100.6327239560143, 99.26626818498596, 102.90091436037329, 99.05728212551996, 102.50831059193825, 101.04710398617836, 102.61111219749634, 103.23883892805033, 103.87533141235275, 102.52618235796605, 100.41219774430124, 99.14306168402652, 104.77963016291913, 101.34040179981523, 102.64145166815797, 103.34419266527541, 99.06205200475814, 98.38310324336507, 102.9234012076179, 99.80806638455948, 100.32979728720339, 103.36574694723055, 104.71646293877473, 102.44186018859838, 104.96852756632018, 101.43340686826087, 98.57638021768389]}"
SWM4324,Elite_Swimmer_SWM4324,13,Women,GBR,GBR,13,,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,2011-04-30,High School,Individual Medley,1,2,3,4,5,"{200: [103.96378243024687, 100.77346968076064, 101.06549240066055, 104.10989922038783, 98.2666429618536, 103.41471553031008, 103.18541815858097, 103.61895279908886, 104.54692084193343, 99.93584173710941, 100.42330001633033, 103.83251445041988, 103.10381657644874, 99.45457890629046, 101.08587855305015, 103.83888185361032], 400: [200.5412872389398, 209.73564154500966, 207.42879996459166, 204.89758467474925, 202.93206998563247, 202.92917485248316, 207.24425809071187, 206.8698973576908, 199.23607738505368, 200.3133109991541, 198.54401514393277, 205.86538303670258, 208.89912218467686, 206.82615045783268, 198.35481703527967, 198.46548557897015, 201.02517898848896, 200.1667712082942]}"
SWM3112,Elite_Swimmer_SWM3112,29,Women,AUS,AUS,29,,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,1995-11-08,MBA,Butterfly,3,5,5,5,6,"{50: [24.653639048476535, 25.801234944266177, 25.879236946585404, 25.403721073234838, 24.923594347563363, 24.941716242561835, 26.087914834966668, 25.45032109684166, 25.954479451796892], 100: [49.32660166778897, 51.38418025162723, 50.8878010209455, 49.601843965717045, 51.635005980507145, 49.58825878477485, 52.08368901062348, 50.395484014854354, 51.146859979779116, 51.97394569197806, 49.46053586844409, 52.343566728496015, 51.0885927032689, 51.848665207828546, 51.436506540611404, 49.27181640771813], 200: [102.98212696585425, 103.96919838381326, 99.60598662425262, 99.12230437440041, 99.4874769767536, 101.49851887453718, 104.83047793855545, 104.31524321715972, 98.40725211272478, 98.56534410157755, 103.40865420257748, 101.43650740986585, 99.57497454210618]}"
SWM3112,Elite_Swimmer_SWM3112,29,Women,AUS,AUS,29,,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,1995-11-08,MBA,Freestyle,7,5,9,11,11,"{50: [24.810127141917008, 25.13987325878745, 26.236185031748647, 26.220370329960836, 25.887704837854685, 25.38382106705244, 25.284361868785343, 25.78129242587123, 25.09526483027482, 25.63022656433703, 26.1911584097468, 25.488458413737302, 25.298857129893747, 26.09902596597646, 24.80857768280903, 24.716823134929587, 24.724651951481892, 25.601489552961198, 26.23100667315655, 26.034140393733306], 100: [51.318561153410535, 49.434505332661345, 49.21840747651215, 50.65305852014909, 50.56398625918946, 50.12758727584777, 49.09424478118552, 51.907299515769125, 49.82427625140423, 50.56531238155798, 50.3187503985614, 50.400899381060846, 51.87656322652371, 51.533710826216875, 50.384783124064015, 51.923494129690596, 49.87084317474858, 51.35525466019711], 200: [98.22098793234511, 101.17804314878084, 102.22275058516715, 99.65466460979508, 102.5075984895643, 100.13256418734532, 100.3841283949682, 103.41275420756288, 98.954267758148, 104.21780015535762, 101.60879970596861, 101.80282641570209, 99.92623353665905, 104.702053554553, 100.22427886757418, 101.55319112521892, 100.21987247374943, 102.94878632592561, 104.08242984060824, 101.28447661708209, 104.00632195869292, 101.05235382132376], 400: [209.43376698380595, 201.14705468064957, 197.51225249124872, 202.71178201561253, 198.0228010322648, 201.01633583985966, 209.4753541968324, 208.95697666961874, 201.02063314851443, 197.48106557475845, 203.3196953468251, 203.10086637843372, 197.03432133584712, 208.23092500033465, 202.33433716708706, 208.00535687060835, 205.43628992768927, 202.61086089355396, 208.75494606520962, 209.2243343700026, 203.8509583831787], 800: [408.86948828922687, 398.94998719432095, 409.42078899700743, 397.85123714912015, 415.363698396019, 394.9142967368997, 396.65998974993266, 417.6548459985443, 414.99407113361195, 406.06928081648607, 397.0265646661772, 403.01837148885863, 407.33212192247595, 413.0390693775797], 1500: [737.5577461195764, 757.8973253666348, 775.863451389018, 756.5143732263681, 756.6589940567206, 757.5559768748329, 765.1550557617096, 770.743818758921, 761.7237794717952, 752.8088330869613, 773.774722859915, 745.1757891784378, 754.6089512692265, 763.7933557416911, 758.6709308064242, 741.4722361550408, 754.6418595666152, 736.6259205142499, 765.4660827020009, 735.1995985774264]}"
SWM3112,Elite_Swimmer_SWM3112,29,Women,AUS,AUS,29,,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,1995-11-08,MBA,Backstroke,24,23,12,24,29,"{50: [24.777406306165698, 25.751151391738997, 24.82240392702916, 24.84404754485053, 24.617374178807868, 25.834614884691288, 24.841800313467584, 24.621535901725263, 25.231810487736954, 25.398228491599976, 24.880471672017062, 24.706914454340033, 25.287878544718158, 26.20492226185022, 25.378929033039675, 25.509494910329295, 25.526317966488143, 25.224442302047734, 25.275621957743986, 25.656596948689366, 26.146881789225894, 25.434604929905518, 24.623737488260016, 25.569128519540357, 26.175572666592593, 25.928396845786832, 26.051811557085276, 26.106745072512666, 25.792282501216786, 26.052530710705746, 24.51218400820897, 24.626959279260102, 25.532067889377824, 25.426190665041194, 25.17418728012915, 25.562723740605552, 25.164016017136305, 25.266658146242747, 24.742300754478475, 26.21842548181065, 24.626577149006273, 25.224303441151218, 25.44494491459123, 24.70187945060898, 25.803865054801072, 24.953313550983903, 25.058502241425668, 25.86452969123132, 25.80420789664896, 24.502674788046292], 100: [52.019197092180924, 50.834322959798975, 49.13489055810658, 49.52452821127928, 51.27729756582756, 49.10828332425444, 50.07648528475269, 50.631605324783344, 52.062366818366634, 49.56447238920706, 49.749707719499234, 49.59989915640613, 49.561786657563985, 51.00558690902244, 51.30137036268039, 50.57066692577461, 49.95176050152543, 49.02958303916885, 50.11919219104548, 50.78826709289933, 52.4398905882847, 51.48894164864135, 50.883722837771074, 51.01851464215903, 51.49823451283502, 50.43966658190621, 49.06140034187858, 51.09200207488086, 49.58667189324578, 51.67828148996618, 49.60433418888089, 50.2120253224535, 50.48597602963169, 51.08025731367379, 50.334922525449834, 51.065384586670895, 50.5857460999693, 51.15115007419069, 52.434985661954926, 50.36960248190925, 51.9584380808338, 49.94646214697739, 51.666785850809525, 51.43344627857934, 50.416568883648516, 50.47924910503922, 49.22215604093264, 50.3610253522266, 52.17581425500474, 51.896093315850635], 200: [104.03510198817807, 101.23076678875786, 98.07304778532242, 104.47261060666338, 103.34014949784465, 99.17092894763499, 98.5938822924372, 99.74290092327112, 100.73918030283915, 103.2991652623497, 100.91027181063468, 104.22316053236105, 101.38887301076505, 99.32487860637502, 99.79579381581503, 101.65599504413909, 102.37486838515515, 101.80891083618818, 98.69307314947015, 100.86612819070182, 104.66687630868807, 102.02461311892681, 101.77224779159646, 98.74087261788247, 103.57971964181377, 99.77955811436934, 99.35586972979357, 103.05055213207383, 98.62479567397801, 100.52700492348707, 98.26567128320606, 99.70137435345296, 103.13780597786817, 100.04955796454102, 100.75547652712167, 102.75931414794958, 101.97640439167523, 99.83300689489806, 102.84997600588011, 99.31792896362543, 98.93633964787689, 102.887527922352, 104.47501482642241, 104.21106695386453, 103.19481232059704, 102.76463265447875, 103.58750717432895, 99.36077731312794, 104.28830056792361, 99.17679064499576]}"
